Course,Error Message,Meeting Days,Start Time,End Time,Meeting Type (Discussion Lecture etc),Section Notes,Section Text,Section Capp Area,XML Link
ENGL 207,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/ENGL/207.xml
ENGL 208,,TR,11:00 AM,12:15 PM,LCD,,"FA23 ENGL 208 Victorian Lit and Culture - Eleanor Courtemanche: While Queen Victoria was on the throne (1837-1901), British artists insisted on the importance of the imagination to combat—or escape from—the inhumane values of industrial power. Many of the era’s great literary works reflect this tension between political realism and dreamy romance: between the cold prospect of being a poor governess and the romance of finding true love in Jane Eyre; the tragedy of losing your best friend and the hope of emotional resilience in In Memoriam; the struggle between duty and monstrous desire in Strange Case of Dr. Jekyll and Mr. Hyde.   Readings in this class will also include the poetry of the Pre-Raphaelites Dante Gabriel Rossetti and Christina Rossetti, Olive Schreiner’s novel The Story of an African Farm, plays by Oscar Wilde and George Bernard Shaw, political essays by John Stuart Mill and Thomas Carlyle, discussions of Victorian religion, and the Crimean War memoir of the Jamaican nurse Mary Seacole. The course will require two short papers, a midterm and final, weekly written assignments, and active class participation. Prerequisite: Completion of the Composition I requirement.",,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/ENGL/208/42903.xml
ENGL 209,,F,10:00 AM,10:50 AM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/ENGL/209/33907.xml
ENGL 209,,F,11:00 AM,11:50 AM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/ENGL/209/33909.xml
ENGL 209,,F,12:00 PM,12:50 PM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/ENGL/209/41808.xml
ENGL 209,,F,01:00 PM,01:50 PM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/ENGL/209/41809.xml
ENGL 209,,MW,01:00 PM,01:50 PM,LEC,,"FA23 ENGL 209 Early British Lit and Culture - Andrea Stevens: This course covers British literature from 0 to 1800. Rather than aiming for coverage, we will read closely a limited set of works from different genres from the eighth to the late eighteenth century, including lyric poetry, drama, satire, polemical prose, and amatory fiction. In so doing, we’ll consider how politics, religion, and landscape shaped Britain’s national literature. We’ll attend to the evolution of the English language. We’ll note how scholars use certain historical turning points to justify such boundaries as ‘medieval’, ‘early modern’, and ‘restoration’. We’ll weigh the usefulness of these categories of periodization—as well as the potential problems with them. We will furthermore analyze our emotional engagement with the works we read. What formal qualities, themes, and conventions draw us in—or, indeed, estrange us? What’s familiar about the distant past, and what’s alien, unexpected, and surprising?    Expect to encounter such writers as Unknown, Marie de France, and Geoffrey Chaucer; William Shakespeare, John Donne, and Andrew Marvell; and Margaret Cavendish, Jonathan Swift, and Eliza Haywood. Expect to visit the preaching cross near Solway firth, in what once was Northumbria; the city of York on the feast of Corpus Christi; the perilous court of King Henry VIII; the Globe theater of Shakespeare and his Chamberlain’s Men; and the dressing room of an eighteenth-century lady. We open with one of the earliest poems in the Old English corpus, the Dream of the Rood. And finally, since according to Coleridge’s own notes the poem came to him in a dream-vision in 1797, we close with Kubla Khan.",,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/ENGL/209/33895.xml
ENGL 210,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/ENGL/210.xml
ENGL 213,,TR,09:30 AM,10:45 AM,LCD,,"FA23 ENGL 213 Modernist Lit and Culture: The twentieth century began in a moment of unprecedented social, economic and technological change. Artists in all genres – literary, visual, and musical - responded with fundamental changes in their attitude toward mainstream culture, and innovations in the forms they used that were often playful but always intense. This remarkable period of experimentation and exploration in all the arts, which can be dated roughly between 1900 and 1940, we call modernism.   We’ll examine modernism through the image and setting of “the city” as the laboratory for the 20th-century world. By 1900 most countries in the industrialized world had experienced a fundamental shift, from primarily rural to primarily urban. But not all urban spaces are the same; we’ll trace how competing models of urban space shaped the literature and culture of the early 20th century, and investigate how the emergence of the industrialized city as the dominant modern space made our world what it is, for better and worse.   Among the questions we’ll consider: What features make the “modern world” modern? How did such concepts as nation, race, gender, class, and mass culture shape 20th-century identities? How did life-changing technologies, and the unpredictable sociopolitical changes they brought, produce new styles of behavior, compulsion, and creation? How might the arts reveal, and conceivably change, that world?   Before we’re done we’ll come to see that the passionate responses of modernist artists to their challenging world helped to define 20th-century culture and society, and offer us a lens for imagining where we might be heading a century later.  Authors likely to be included are Hemingway, Eliot, Williams, Larsen, Hughes, Sandburg, Millay, McKay, Cather, and Yezierska.  You can expect to do three critical essays, be strongly encouraged to participate in discussion, and take a final exam.",,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/ENGL/213/46720.xml
ENGL 216,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/ENGL/216.xml
ENGL 223,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/ENGL/223.xml
ENGL 241,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/ENGL/241.xml
ENGL 247,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/ENGL/247.xml
ENGL 250,,MWF,01:00 PM,01:50 PM,LCD,,"FA23 ENGL 250 19th Century American Fiction - Jamie Jones: What makes the American novel “American”?  How do novels register and shape social relationships, moral authority, and political power?  How can novels help us understand our relationship with the environment?  How have practices of writing and reading novels changed over time? This course invites you to engage these questions by reading American novels from the 18th through the 20th centuries.  Our readings will take us from the late 18th-century New York City to the Western prairies, and from the coast of South America to the Antarctic Ocean.  Course readings may include novels by Edgar Allan Poe, Charles Chesnutt, Frances E. W. Harper, Herman Melville, and Susanna Rowson.",,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/ENGL/250/30158.xml
ENGL 251,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/ENGL/251.xml
ENGL 255,,F,10:00 AM,10:50 AM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/ENGL/255/33958.xml
ENGL 255,,F,11:00 AM,11:50 AM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/ENGL/255/33959.xml
ENGL 255,,F,12:00 PM,12:50 PM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/ENGL/255/33973.xml
ENGL 255,,F,01:00 PM,01:50 PM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/ENGL/255/33976.xml
ENGL 255,,MW,12:00 PM,12:50 PM,LEC,,"FA23 ENGL 255 Early American Lit and Culture - Justine Murison: The title of this course is enticingly misleading. While we can look back on the history of the geographic expanse we now name the United States and create a literary narrative, this narrative begins with an assumption that to be on the continent and write makes one an “American writer” and that what these writers produced was something we would label as “literature.” European colonizers, however, did not begin to call themselves “Americans” until the late eighteenth century, and a coherent category of “American literature” turns out to be more of a willful assertion than a completed effect even through the mid-nineteenth century. And just at the moment when the borders of the United States as a nation-state began to reflect what we generally recognize them to be today, the nation broke out in the Civil War. These paradoxes and others endemic to US culture will guide our discussions of American literature to 1865. Along the way, we will canvass a variety of genres, including poetry, travel narratives, fiction, and speeches, and we will explore the persistence of prominent tropes, forms, and ideas—and, as crucially, the decline and disappearance of others—across three centuries of writing.",,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/ENGL/255/33954.xml
ENGL 256,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/ENGL/256.xml
ENGL 266,,F,12:00 PM,12:50 PM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/ENGL/266/61903.xml
ENGL 266,,F,01:00 PM,01:50 PM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/ENGL/266/61904.xml
ENGL 266,,F,02:00 PM,02:50 PM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/ENGL/266/61905.xml
ENGL 266,,MW,12:00 PM,12:50 PM,LEC,,"Get ready to experience tales you thought you knew and tales you never knew. We read substantial parts of the Grimms' 19th-century collections and some of their French and Italian predecessors, and we consider other storytelling forms, film, and illustration. All the while, we investigate how power, gender, race, class, and ecological issues play out in these surprisingly dense, meaningful, and very old stories. Why do we continue to tell and to know these tales? Why do certain stories recur again and again, in Western and other cultures? The power of narrative is at the center of our lives, and of these tales, and by the end of the semester we will understand this power much better. This course fulfills General Education requirements in Literature and the Arts and in Western and Comparative Culture. Same as CWL 254 and GER 251. Credit is not given for both ENGL 266 and ENGL 267.",,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/ENGL/266/61869.xml
ENGL 267,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/ENGL/267.xml
ENGL 268,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/ENGL/268.xml
ENGL 269,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/ENGL/269.xml
ENGL 359,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/ENGL/359.xml
ESE 202,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/ESE/202.xml
ESE 287,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/ESE/287.xml
FR 156,,TR,11:00 AM,12:20 PM,LCD,,"This course will focus on the role of Paris in French culture through literature, art, and film. We will consider the city of Paris from its earliest beginnings to the modern era, as a physical, social, and symbolic reality.  Through literature, art, and film we will explore the ways in which Paris is at the center of French political and intellectual life.  Additionally, close attention will be paid to historical and political developments and their representation.  All readings are in English and the course is conducted in English.  Satisfies University General Education Requirement for Western Cultures (Cultural Studies).",,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/FR/156/49499.xml
FR 179,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/FR/179.xml
GER 201,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/GER/201.xml
GER 205,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/GER/205.xml
GER 250,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/GER/250.xml
GER 251,,F,12:00 PM,12:50 PM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/GER/251/61886.xml
GER 251,,F,01:00 PM,01:50 PM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/GER/251/61887.xml
GER 251,,F,02:00 PM,02:50 PM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/GER/251/61888.xml
GER 251,,MW,12:00 PM,12:50 PM,LEC,,"Get ready to experience tales you thought you knew and tales you never knew. We read substantial parts of the Grimms' 19th-century collections and some of their French and Italian predecessors, and we consider other storytelling forms, film, and illustration. All the while, we investigate how power, gender, race, class, and ecological issues play out in these surprisingly dense, meaningful, and very old stories. Why do we continue to tell and to know these tales? Why do certain stories recur again and again, in Western and other cultures? The power of narrative is at the center of our lives, and of these tales, and by the end of the semester we will understand this power much better. This course fulfills General Education requirements in Literature and the Arts and in Western and Comparative Culture. Same as CWL 254 and ENGL 266. Credit is not given for both GER 251 and GER 250.",,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/GER/251/61867.xml
GER 260,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/GER/260.xml
GER 261,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/GER/261.xml
GGIS 204,,MWF,11:00 AM,11:50 AM,LCD,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/GGIS/204/76844.xml
GGIS 287,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/GGIS/287.xml
GLBL 100,,TR,02:00 PM,03:20 PM,LCD,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/GLBL/100/54575.xml
GLBL 100,,TR,03:00 PM,04:20 PM,LCD,Restricted to Global Studies major(s). Restricted to students with Freshman class standing.,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/GLBL/100/54577.xml
GLBL 100,,MW,01:00 PM,02:20 PM,LCD,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/GLBL/100/54856.xml
GLBL 100,,MW,02:30 PM,03:50 PM,LCD,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/GLBL/100/60712.xml
GLBL 100,,MW,03:30 PM,04:50 PM,LCD,,,"Restricted to Business LLC, LEADS LLC, Global Crossroads, Honors LLC, Health Professions Lv Lrn Comm, Intersections, Innovation LLC, Sustainability LLC, Unit One, Weston Explorer Program, or Women in Math/Science/Engr Prg students.",https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/GLBL/100/61401.xml
GLBL 100,,TR,12:30 PM,01:50 PM,LCD,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/GLBL/100/54580.xml
GLBL 228,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/GLBL/228.xml
GWS 201,,MW,12:00 PM,01:20 PM,LCD,,This course satisfies the General Education Criteria for a Western Compartv Cult course. Meets w/SOC201 (CRN 60455),,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/GWS/201/57507.xml
GWS 202,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/GWS/202.xml
GWS 240,,TR,02:00 PM,03:20 PM,LCD,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/GWS/240/33551.xml
GWS 245,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/GWS/245.xml
GWS 356,,TR,02:00 PM,03:20 PM,LCD,,Meets with MACS 356 (57684).,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/GWS/356/47811.xml
HIST 103,,W,09:00 AM,09:50 AM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/HIST/103/71560.xml
HIST 103,,W,10:00 AM,10:50 AM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/HIST/103/71561.xml
HIST 103,,F,11:00 AM,11:50 AM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/HIST/103/71562.xml
HIST 103,,W,02:00 PM,02:50 PM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/HIST/103/73080.xml
HIST 103,,F,10:00 AM,10:50 AM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/HIST/103/73081.xml
HIST 103,,F,09:00 AM,09:50 AM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/HIST/103/73082.xml
HIST 103,,F,01:00 PM,01:50 PM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/HIST/103/76795.xml
HIST 103,,W,12:00 PM,12:50 PM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/HIST/103/76796.xml
HIST 103,,F,01:00 PM,01:50 PM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/HIST/103/76797.xml
HIST 103,,MW,01:00 PM,01:50 PM,LEC,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/HIST/103/71559.xml
HIST 140,,TR,01:00 PM,01:50 PM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/HIST/140/32457.xml
HIST 140,,TR,03:00 PM,03:50 PM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/HIST/140/32460.xml
HIST 140,,TR,11:00 AM,11:50 AM,LEC,,"Advanced Composition Course  Meets with HIST 141 Description:  This course explores the major processes, ideas, and events that formed societies from ancient Mesopotamia to the European colonization of the Americas: over four thousand years of human endeavor. This history influences our everyday lives in fundamental ways; our languages, living spaces, food, clothing, attitudes toward sexuality, political institutions, vales, beliefs, basic assumptions - all are rooted in this past. Students will investigate the shared and contested heritage of the West, shaped and reshaped by peoples from the ethnically and culturally diverse regions of western Asia (often called the ""Near East"" or ""Middle East""), North Africa, and Europe. Major themes include the growth and transformation of empires; the emergence and development of Judaism, Christianity, and Islam; the changing status and roles of women; forms of kingship and law, and the impact of new technologies. This course also serves as an introduction to the craft of history, as both an intellectual discipline and a basic human need.",,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/HIST/140/32464.xml
HIST 141,,F,10:00 AM,10:50 AM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/HIST/141/39268.xml
HIST 141,,R,01:00 PM,01:50 PM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/HIST/141/39269.xml
HIST 141,,F,11:00 AM,11:50 AM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/HIST/141/39270.xml
HIST 141,,TR,11:00 AM,11:50 AM,LEC,,"Description:  This course explores the major processes, ideas, and events that formed societies from ancient Mesopotamia to the European colonization of the Americas: over four thousand years of human endeavor. This history influences our everyday lives in fundamental ways; our languages, living spaces, food, clothing, attitudes toward sexuality, political institutions, vales, beliefs, basic assumptions - all are rooted in this past. Students will investigate the shared and contested heritage of the West, shaped and reshaped by peoples from the ethnically and culturally diverse regions of western Asia (often called the ""Near East"" or ""Middle East""), North Africa, and Europe. Major themes include the growth and transformation of empires; the emergence and development of Judaism, Christianity, and Islam; the changing status and roles of women; forms of kingship and law, and the impact of new technologies. This course also serves as an introduction to the craft of history, as both an intellectual discipline and a basic human need.",,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/HIST/141/34044.xml
HIST 142,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/HIST/142.xml
HIST 143,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/HIST/143.xml
HIST 164,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/HIST/164.xml
HIST 202,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/HIST/202.xml
HIST 219,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/HIST/219.xml
HIST 236,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/HIST/236.xml
HIST 241,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/HIST/241.xml
HIST 245,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/HIST/245.xml
HIST 247,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/HIST/247.xml
HIST 252,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/HIST/252.xml
HIST 253,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/HIST/253.xml
HIST 254,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/HIST/254.xml
HIST 255,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/HIST/255.xml
HIST 256,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/HIST/256.xml
HIST 257,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/HIST/257.xml
HIST 258,,TR,11:00 AM,12:20 PM,LCD,,"Description:  World War I (1914-1918) was the first incarnation in human history of modern industrial warfare on a global scale. Our class examines World War I’s astonishing global legacy. We will learn about military operations, political ramifications (including the demise of empires and the rise of Soviet communism), about battlefront and home front (including trench warfare and chemical weapons, food rationing, and the feminization of the workforce). We will also study the war’s psychological and embodied effects (shell-shock, amputation, plastic surgery, sexuality, and disability) as well as artistic and cultural attempts to represent its devastation in poetry, art, music, dance, theatre, film, and literature. Our class investigates how WWI influenced present global concerns towards everything from terrorism and human rights to race, revolution, and global apocalypse. If you are interested in exploring the ways in which modern warfare shapes the world in which we live, this class is for you.",,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/HIST/258/30349.xml
HIST 259,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/HIST/259.xml
HIST 260,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/HIST/260.xml
HIST 261,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/HIST/261.xml
HIST 262,,MW,11:00 AM,12:20 PM,LEC,,"Topic:  This course surveys how Zionism emerged as a widespread political movement and, in the process, helped create an independent state for the Jewish people in its ancient homeland. In addition to familiarizing students with the backstory of a globally significant movement, this class will teach students fundamental historical interpretation skills. The course explores the diversity of Zionist ideologies and the historical contexts that fostered their origins. Topics include the role that Zionist thought played in the formation of modern Jewish politics; Jewish immigration to Palestine, including that of children and women; shifting British policies on the Jewish question; Arab reactions to Jewish settlements; the impact of the Holocaust; problems of war and occupation on Palestinian and Jewish communities, including families; and Six Day War of June 1967.",,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/HIST/262/71640.xml
HIST 264,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/HIST/264.xml
HIST 265,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/HIST/265.xml
HIST 268,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/HIST/268.xml
HIST 269,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/HIST/269.xml
HIST 270,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/HIST/270.xml
HIST 271,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/HIST/271.xml
HIST 272,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/HIST/272.xml
HIST 274,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/HIST/274.xml
HIST 290,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/HIST/290.xml
HIST 293,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/HIST/293.xml
HIST 393,Error 504: Failed to retrieve XML content.,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/HIST/393.xml
IS 266,Error 504: Failed to retrieve XML content.,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/IS/266.xml
ITAL 156,,TR,09:30 AM,10:50 AM,LCD,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/ITAL/156/70468.xml
JS 108,,TR,11:00 AM,12:20 PM,LEC,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/JS/108/70854.xml
JS 201,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/JS/201.xml
JS 211,,MW,02:00 PM,03:20 PM,LEC,,"The Arab-Israeli Conflict  This course will open a window into Israeli society, as well as the Middle Eastern societies of the region through contemporary, well-received and at times controversial television series and cinema. War has been a constant shadow over the lives of Israelis and Palestinians. We will examine the history of attitudes to war and peace in the region as presented through historical documents, memoirs, political statements, poetry, film and short stories. The course explores the plurality of voices and experiences of different political groups, genders, ethnicities, religions and communities.",,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/JS/211/63458.xml
JS 212,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/JS/212.xml
JS 220,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/JS/220.xml
JS 231,,,ARRANGED,,ONL,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/JS/231/72488.xml
JS 252,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/JS/252.xml
JS 261,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/JS/261.xml
JS 262,,MW,11:00 AM,12:20 PM,LEC,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/JS/262/72455.xml
JS 269,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/JS/269.xml
JS 320,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/JS/320.xml
LA 221,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/LA/221.xml
LA 242,,,ARRANGED,,ONL,,1st 8 week course. This course will be taught in Canvas (https://canvas.illinois.edu/),,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/LA/242/63136.xml
LA 242,,,ARRANGED,,ONL,,2nd 8 week course. This course will be taught in Canvas (https://canvas.illinois.edu/),,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/LA/242/63139.xml
LA 314,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/LA/314.xml
LING 270,,TR,12:30 PM,01:50 PM,LCD,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/LING/270/59649.xml
LLS 260,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/LLS/260.xml
MACS 100,,R,03:00 PM,03:50 PM,DIS,Restricted to Media and Cinema Studies major(s).,"The restrictions on this discussion section will not be released. It will remain restricted to first-year students in the MACS major. If you do not meet these restrictions, please register for another open discussion section.",Not intended for Transfer student - first time students.,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/MACS/100/66219.xml
MACS 100,,R,02:00 PM,02:50 PM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/MACS/100/66220.xml
MACS 100,,F,09:00 AM,09:50 AM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/MACS/100/66221.xml
MACS 100,,F,12:00 PM,12:50 PM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/MACS/100/66222.xml
MACS 100,,F,11:00 AM,11:50 AM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/MACS/100/66224.xml
MACS 100,,R,11:00 AM,11:50 AM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/MACS/100/66225.xml
MACS 100,,,ARRANGED,,OD ,,Please note: This section will be taught asynchronously (no live sessions).,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/MACS/100/66226.xml
MACS 100,,F,10:00 AM,10:50 AM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/MACS/100/66227.xml
MACS 100,,,ARRANGED,,OD ,,Please note: This section will be taught asynchronously (no live sessions).,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/MACS/100/66230.xml
MACS 100,,F,10:00 AM,10:50 AM,OD ,,"This section will have synchronous (live) sessions, to be held during the scheduled class day/time.",,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/MACS/100/66231.xml
